index,PAGE_NAME,COLUMN_NAME,DATA_TYPE,IS_PERCENT_DATA,DESCRIPTION,REFERENCE
347,MeasuresOfBirthAndDeath,CI_Min_Unmarried,Decimal,Y,"Confidence interval lower limit, birth measures, births to unmarried women","Data Sources, Definitions, and Notes, Pages 13-16"
348,MeasuresOfBirthAndDeath,CI_Max_Unmarried,Decimal,Y,"Confidence interval upper limit, birth measures, births to unmarried women","Data Sources, Definitions, and Notes, Pages 13-16"
349,MeasuresOfBirthAndDeath,Late_Care,Decimal,Y,"County data, birth measures, no care in first trimester","Data Sources, Definitions, and Notes, Pages 13-16"
350,MeasuresOfBirthAndDeath,Late_Care_Ind,Decimal,Y,"Favorable indicator, birth measures, no care in first trimester","Data Sources, Definitions, and Notes, Pages 13-16"
351,MeasuresOfBirthAndDeath,Min_Late_Care,Decimal,Y,"Tenth percentile from peer counties, birth measures, no care in first trimester","Data Sources, Definitions, and Notes, Pages 13-16"
352,MeasuresOfBirthAndDeath,Max_Late_Care,Decimal,Y,"Nintieth percentile from peer counties, birth measures, no care in first trimester","Data Sources, Definitions, and Notes, Pages 13-16"
353,MeasuresOfBirthAndDeath,CI_Min_Late_Care,Decimal,Y,"Confidence interval lower limit, birth measures, no care in first trimester","Data Sources, Definitions, and Notes, Pages 13-16"
354,MeasuresOfBirthAndDeath,CI_Max_Late_Care,Decimal,Y,"Confidence interval upper limit, birth measures, no care in first trimester","Data Sources, Definitions, and Notes, Pages 13-16"
355,MeasuresOfBirthAndDeath,Infant_Mortality,Decimal,N,"County data, infant mortality","Data Sources, Definitions, and Notes, Page 17"
356,MeasuresOfBirthAndDeath,Infant_Mortality_Ind,Decimal,N,"Favorable indicator, infant mortality","Data Sources, Definitions, and Notes, Page 17"
357,MeasuresOfBirthAndDeath,Min_Infant_Mortality,Decimal,N,"Tenth percentile from peer counties, infant mortality","Data Sources, Definitions, and Notes, Page 17"
358,MeasuresOfBirthAndDeath,Max_Infant_Mortality,Decimal,N,"Nintieth percentile from peer counties, infant mortality","Data Sources, Definitions, and Notes, Page 17"
359,MeasuresOfBirthAndDeath,CI_Min_Infant_Mortality,Decimal,N,"Confidence interval lower limit, infant mortality","Data Sources, Definitions, and Notes, Page 17"
360,MeasuresOfBirthAndDeath,CI_Max_Infant_Mortality,Decimal,N,"Confidence interval upper limit, infant mortality","Data Sources, Definitions, and Notes, Page 17"
361,MeasuresOfBirthAndDeath,IM_Wh_Non_Hisp,Decimal,N,"County data, infant mortality, White non Hispanic","Data Sources, Definitions, and Notes, Page 17"
362,MeasuresOfBirthAndDeath,IM_Wh_Non_Hisp_Ind,Decimal,N,"Favorable indicator, infant mortality, White non Hispanic","Data Sources, Definitions, and Notes, Page 17"
363,MeasuresOfBirthAndDeath,Min_IM_Wh_Non_Hisp,Decimal,N,"Tenth percentile from peer counties, infant mortality, White non Hispanic","Data Sources, Definitions, and Notes, Page 17"
364,MeasuresOfBirthAndDeath,Max_IM_Wh_Non_Hisp,Decimal,N,"Nintieth percentile from peer counties, infant mortality, White non Hispanic","Data Sources, Definitions, and Notes, Page 17"
365,MeasuresOfBirthAndDeath,CI_Min_IM_Wh_Non_Hisp,Decimal,N,"Confidence interval lower limit, infant mortality, White non Hispanic","Data Sources, Definitions, and Notes, Page 17"
366,MeasuresOfBirthAndDeath,CI_Max_IM_Wh_Non_Hisp,Decimal,N,"Confidence interval upper limit, infant mortality, White non Hispanic","Data Sources, Definitions, and Notes, Page 17"
367,MeasuresOfBirthAndDeath,IM_Bl_Non_Hisp,Decimal,N,"County data, infant mortality, Black non Hispanic","Data Sources, Definitions, and Notes, Page 17"
368,MeasuresOfBirthAndDeath,IM_Bl_Non_Hisp_Ind,Decimal,N,"Favorable indicator, infant mortality, Black non Hispanic","Data Sources, Definitions, and Notes, Page 17"
369,MeasuresOfBirthAndDeath,Min_IM_Bl_Non_Hisp,Decimal,N,"Tenth percentile from peer counties, infant mortality, Black non Hispanic","Data Sources, Definitions, and Notes, Page 17"
370,MeasuresOfBirthAndDeath,Max_IM_Bl_Non_Hisp,Decimal,N,"Nintieth percentile from peer counties, infant mortality, Black non Hispanic","Data Sources, Definitions, and Notes, Page 17"
371,MeasuresOfBirthAndDeath,CI_Min_IM_Bl_Non_Hisp,Decimal,N,"Confidence interval lower limit, infant mortality, Black non Hispanic","Data Sources, Definitions, and Notes, Page 17"
372,MeasuresOfBirthAndDeath,CI_Max_IM_Bl_Non_Hisp,Decimal,N,"Confidence interval upper limit, infant mortality, Black non Hispanic","Data Sources, Definitions, and Notes, Page 17"
373,MeasuresOfBirthAndDeath,IM_Hisp,Decimal,N,"County data, infant mortality, Hispanic","Data Sources, Definitions, and Notes, Page 17"
374,MeasuresOfBirthAndDeath,IM_Hisp_Ind,Decimal,N,"Favorable indicator, infant mortality, Hispanic","Data Sources, Definitions, and Notes, Page 17"
375,MeasuresOfBirthAndDeath,Min_IM_Hisp,Decimal,N,"Tenth percentile from peer counties, infant mortality, Hispanic","Data Sources, Definitions, and Notes, Page 17"
376,MeasuresOfBirthAndDeath,Max_IM_Hisp,Decimal,N,"Nintieth percentile from peer counties, infant mortality, Hispanic","Data Sources, Definitions, and Notes, Page 17"
377,MeasuresOfBirthAndDeath,CI_Min_IM_Hisp,Decimal,N,"Confidence interval lower limit, infant mortality, Hispanic","Data Sources, Definitions, and Notes, Page 17"
378,MeasuresOfBirthAndDeath,CI_Max_IM_Hisp,Decimal,N,"Confidence interval upper limit, infant mortality, Hispanic","Data Sources, Definitions, and Notes, Page 17"
379,MeasuresOfBirthAndDeath,IM_Neonatal,Decimal,N,"County data, infant mortality, neonatal","Data Sources, Definitions, and Notes, Page 17"
380,MeasuresOfBirthAndDeath,IM_Neonatal_Ind,Decimal,N,"Favorable indicator, infant mortality, neonatal","Data Sources, Definitions, and Notes, Page 17"
381,MeasuresOfBirthAndDeath,Min_IM_Neonatal,Decimal,N,"Tenth percentile from peer counties, infant mortality, neonatal","Data Sources, Definitions, and Notes, Page 17"
382,MeasuresOfBirthAndDeath,Max_IM_Neonatal,Decimal,N,"Nintieth percentile from peer counties, infant mortality, neonatal","Data Sources, Definitions, and Notes, Page 17"
383,MeasuresOfBirthAndDeath,CI_Min_IM_Neonatal,Decimal,N,"Confidence interval lower limit, infant mortality, neonatal","Data Sources, Definitions, and Notes, Page 17"
384,MeasuresOfBirthAndDeath,CI_Max_IM_Neonatal,Decimal,N,"Confidence interval upper limit, infant mortality, neonatal","Data Sources, Definitions, and Notes, Page 17"
385,MeasuresOfBirthAndDeath,IM_Postneonatal,Decimal,N,"County data, infant mortality, post-neonatal","Data Sources, Definitions, and Notes, Page 17"
386,MeasuresOfBirthAndDeath,IM_Postneonatal_Ind,Decimal,N,"Favorable indicator, infant mortality, post-neonatal","Data Sources, Definitions, and Notes, Page 17"
387,MeasuresOfBirthAndDeath,Min_IM_Postneonatal,Decimal,N,"Tenth percentile from peer counties, infant mortality, post-neonatal","Data Sources, Definitions, and Notes, Page 17"
388,MeasuresOfBirthAndDeath,Max_IM_Postneonatal,Decimal,N,"Nintieth percentile from peer counties, infant mortality, post-neonatal","Data Sources, Definitions, and Notes, Page 17"
389,MeasuresOfBirthAndDeath,CI_Min_IM_Postneonatal,Decimal,N,"Confidence interval lower limit, infant mortality, post-neonatal","Data Sources, Definitions, and Notes, Page 17"
390,MeasuresOfBirthAndDeath,CI_Max_IM_Postneonatal,Decimal,N,"Confidence interval upper limit, infant mortality, post-neonatal","Data Sources, Definitions, and Notes, Page 17"
391,MeasuresOfBirthAndDeath,Brst_Cancer,Decimal,N,"County data, death measures, breast cancer (female)","Data Sources, Definitions, and Notes, Pages 18"
392,MeasuresOfBirthAndDeath,Brst_Cancer_Ind,Decimal,N,"Favorable indicator, death measures, breast cancer (female)","Data Sources, Definitions, and Notes, Pages 18"
393,MeasuresOfBirthAndDeath,Min_Brst_Cancer,Decimal,N,"Tenth percentile from peer counties, death measures, breast cancer (female)","Data Sources, Definitions, and Notes, Pages 18"
394,MeasuresOfBirthAndDeath,Max_Brst_Cancer,Decimal,N,"Nintieth percentile from peer counties, death measures, breast cancer (female)","Data Sources, Definitions, and Notes, Pages 18"
395,MeasuresOfBirthAndDeath,CI_Min_Brst_Cancer,Decimal,N,"Confidence interval lower limit, death measures, breast cancer (female)","Data Sources, Definitions, and Notes, Pages 18"
396,MeasuresOfBirthAndDeath,CI_Max_Brst_Cancer,Decimal,N,"Confidence interval upper limit, death measures, breast cancer (female)","Data Sources, Definitions, and Notes, Pages 18"
397,MeasuresOfBirthAndDeath,Col_Cancer,Decimal,N,"County data, death measures, colon cancer","Data Sources, Definitions, and Notes, Pages 18"
398,MeasuresOfBirthAndDeath,Col_Cancer_Ind,Decimal,N,"Favorable indicator, death measures, colon cancer","Data Sources, Definitions, and Notes, Pages 18"
399,MeasuresOfBirthAndDeath,Min_Col_Cancer,Decimal,N,"Tenth percentile from peer counties, death measures, colon cancer","Data Sources, Definitions, and Notes, Pages 18"
400,MeasuresOfBirthAndDeath,Max_Col_Cancer,Decimal,N,"Nintieth percentile from peer counties, death measures, colon cancer","Data Sources, Definitions, and Notes, Pages 18"
401,MeasuresOfBirthAndDeath,CI_Min_Col_Cancer,Decimal,N,"Confidence interval lower limit, death measures, colon cancer","Data Sources, Definitions, and Notes, Pages 18"
402,MeasuresOfBirthAndDeath,CI_Max_Col_Cancer,Decimal,N,"Confidence interval upper limit, death measures, colon cancer","Data Sources, Definitions, and Notes, Pages 18"
403,MeasuresOfBirthAndDeath,CHD,Decimal,N,"County data, death measures, coronary heart disease","Data Sources, Definitions, and Notes, Pages 18"
404,MeasuresOfBirthAndDeath,CHD_Ind,Decimal,N,"Favorable indicator, death measures, coronary heart disease","Data Sources, Definitions, and Notes, Pages 18"
405,MeasuresOfBirthAndDeath,Min_CHD,Decimal,N,"Tenth percentile from peer counties, death measures, coronary heart disease","Data Sources, Definitions, and Notes, Pages 18"
406,MeasuresOfBirthAndDeath,Max_CHD,Decimal,N,"Nintieth percentile from peer counties, death measures, coronary heart disease","Data Sources, Definitions, and Notes, Pages 18"
407,MeasuresOfBirthAndDeath,CI_Min_CHD,Decimal,N,"Confidence interval lower limit, death measures, coronary heart disease","Data Sources, Definitions, and Notes, Pages 18"
408,MeasuresOfBirthAndDeath,CI_Max_CHD,Decimal,N,"Confidence interval upper limit, death measures, coronary heart disease","Data Sources, Definitions, and Notes, Pages 18"
409,MeasuresOfBirthAndDeath,Homicide,Decimal,N,"County data, death measures, homicide","Data Sources, Definitions, and Notes, Pages 18"
410,MeasuresOfBirthAndDeath,Homicide_Ind,Decimal,N,"Favorable indicator, death measures, homicide","Data Sources, Definitions, and Notes, Pages 18"
411,MeasuresOfBirthAndDeath,Min_Homicide,Decimal,N,"Tenth percentile from peer counties, death measures, homicide","Data Sources, Definitions, and Notes, Pages 18"
412,MeasuresOfBirthAndDeath,Max_Homicide,Decimal,N,"Nintieth percentile from peer counties, death measures, homicide","Data Sources, Definitions, and Notes, Pages 18"
413,MeasuresOfBirthAndDeath,CI_Min_Homicide,Decimal,N,"Confidence interval lower limit, death measures, homicide","Data Sources, Definitions, and Notes, Pages 18"
414,MeasuresOfBirthAndDeath,CI_Max_Homicide,Decimal,N,"Confidence interval upper limit, death measures, homicide","Data Sources, Definitions, and Notes, Pages 18"
415,MeasuresOfBirthAndDeath,Lung_Cancer,Decimal,N,"County data, death measures, lung cancer","Data Sources, Definitions, and Notes, Pages 18"
416,MeasuresOfBirthAndDeath,Lung_Cancer_Ind,Decimal,N,"Favorable indicator, death measures, lung cancer","Data Sources, Definitions, and Notes, Pages 18"
417,MeasuresOfBirthAndDeath,Min_Lung_Cancer,Decimal,N,"Tenth percentile from peer counties, death measures, lung cancer","Data Sources, Definitions, and Notes, Pages 18"
418,MeasuresOfBirthAndDeath,Max_Lung_Cancer,Decimal,N,"Nintieth percentile from peer counties, death measures, lung cancer","Data Sources, Definitions, and Notes, Pages 18"
419,MeasuresOfBirthAndDeath,CI_Min_Lung_Cancer,Decimal,N,"Confidence interval lower limit, death measures, lung cancer","Data Sources, Definitions, and Notes, Pages 18"
420,MeasuresOfBirthAndDeath,CI_Max_Lung_Cancer,Decimal,N,"Confidence interval upper limit, death measures, lung cancer","Data Sources, Definitions, and Notes, Pages 18"
421,MeasuresOfBirthAndDeath,MVA,Decimal,N,"County data, death measures, motor vehicle injuries","Data Sources, Definitions, and Notes, Pages 18"
422,MeasuresOfBirthAndDeath,MVA_Ind,Decimal,N,"Favorable indicator, death measures, motor vehicle injuries","Data Sources, Definitions, and Notes, Pages 18"
423,MeasuresOfBirthAndDeath,Min_MVA,Decimal,N,"Tenth percentile from peer counties, death measures, motor vehicle injuries","Data Sources, Definitions, and Notes, Pages 18"
424,MeasuresOfBirthAndDeath,Max_MVA,Decimal,N,"Nintieth percentile from peer counties, death measures, motor vehicle injuries","Data Sources, Definitions, and Notes, Pages 18"
425,MeasuresOfBirthAndDeath,CI_Min_MVA,Decimal,N,"Confidence interval lower limit, death measures, motor vehicle injuries","Data Sources, Definitions, and Notes, Pages 18"
426,MeasuresOfBirthAndDeath,CI_Max_MVA,Decimal,N,"Confidence interval upper limit, death measures, motor vehicle injuries","Data Sources, Definitions, and Notes, Pages 18"
427,MeasuresOfBirthAndDeath,Stroke,Decimal,N,"County data, death measures, stroke","Data Sources, Definitions, and Notes, Pages 18"
428,MeasuresOfBirthAndDeath,Stroke_Ind,Decimal,N,"Favorable indicator, death measures, stroke","Data Sources, Definitions, and Notes, Pages 18"
429,MeasuresOfBirthAndDeath,Min_Stroke,Decimal,N,"Tenth percentile from peer counties, death measures, stroke","Data Sources, Definitions, and Notes, Pages 18"
430,MeasuresOfBirthAndDeath,Max_Stroke,Decimal,N,"Nintieth percentile from peer counties, death measures, stroke","Data Sources, Definitions, and Notes, Pages 18"
431,MeasuresOfBirthAndDeath,CI_Min_Stroke,Decimal,N,"Confidence interval lower limit, death measures, stroke","Data Sources, Definitions, and Notes, Pages 18"
432,MeasuresOfBirthAndDeath,CI_Max_Stroke,Decimal,N,"Confidence interval upper limit, death measures, stroke","Data Sources, Definitions, and Notes, Pages 18"
433,MeasuresOfBirthAndDeath,Suicide,Decimal,N,"County data, death measures, suicide","Data Sources, Definitions, and Notes, Pages 18"
434,MeasuresOfBirthAndDeath,Suicide_Ind,Decimal,N,"Favorable indicator, death measures, suicide","Data Sources, Definitions, and Notes, Pages 18"
435,MeasuresOfBirthAndDeath,Min_Suicide,Decimal,N,"Tenth percentile from peer counties, death measures, suicide","Data Sources, Definitions, and Notes, Pages 18"
436,MeasuresOfBirthAndDeath,Max_Suicide,Decimal,N,"Nintieth percentile from peer counties, death measures, suicide","Data Sources, Definitions, and Notes, Pages 18"
437,MeasuresOfBirthAndDeath,CI_Min_Suicide,Decimal,N,"Confidence interval lower limit, death measures, suicide","Data Sources, Definitions, and Notes, Pages 18"
438,MeasuresOfBirthAndDeath,CI_Max_Suicide,Decimal,N,"Confidence interval upper limit, death measures, suicide","Data Sources, Definitions, and Notes, Pages 18"
439,MeasuresOfBirthAndDeath,Injury,Decimal,N,"County data, death measures, unintentional injury","Data Sources, Definitions, and Notes, Pages 18"
440,MeasuresOfBirthAndDeath,Injury_Ind,Decimal,N,"Favorable indicator, death measures, unintentional injury","Data Sources, Definitions, and Notes, Pages 18"
441,MeasuresOfBirthAndDeath,Min_Injury,Decimal,N,"Tenth percentile from peer counties, death measures, unintentional injury","Data Sources, Definitions, and Notes, Pages 18"
442,MeasuresOfBirthAndDeath,Max_Injury,Decimal,N,"Nintieth percentile from peer counties, death measures, unintentional injury","Data Sources, Definitions, and Notes, Pages 18"
443,MeasuresOfBirthAndDeath,CI_Min_Injury,Decimal,N,"Confidence interval lower limit, death measures, unintentional injury","Data Sources, Definitions, and Notes, Pages 18"
444,MeasuresOfBirthAndDeath,CI_Max_Injury,Decimal,N,"Confidence interval upper limit, death measures, unintentional injury","Data Sources, Definitions, and Notes, Pages 18"
445,MeasuresOfBirthAndDeath,Total_Births,Decimal,N,"County data, total number of births",
446,MeasuresOfBirthAndDeath,Total_Deaths,Decimal,N,"County data, total number of deaths",
447,MeasuresOfBirthAndDeath,MOBD_Time_Span,Text,N,Time period of reported data for measures of birth and death,"Data Sources, Definitions, and Notes, Page 8"
448,RelativeHealthImportance,State_FIPS_Code,Text,N,"Two-digit state identifier, developed by the National Bureau of Standards","Data Sources, Definitions, and Notes, Page 6"
449,RelativeHealthImportance,County_FIPS_Code,Text,N,"Three-digit county identifier, developed by the National Bureau of Standards","Data Sources, Definitions, and Notes, Page 6"
450,RelativeHealthImportance,CHSI_County_Name,Text,N,Name of county,
451,RelativeHealthImportance,CHSI_State_Name,Text,N,Name of State or District of Columbia,
452,RelativeHealthImportance,CHSI_State_Abbr,Text,N,Two-character postal abbreviation for state name,
453,RelativeHealthImportance,Strata_ID_Number,Integer,N,CHSI Peer County Stratum Number,"Data Sources, Definitions, and Notes, Pages 6-8"
454,RelativeHealthImportance,RHI_LBW_Ind,Integer,N,"Relative health indicator, low birth wt. (<2500 g)","Data Sources, Definitions, and Notes, Page 19-20"
455,RelativeHealthImportance,RHI_VLBW_Ind,Integer,N,"Relative health indicator, very low birth wt. (<1500 g)","Data Sources, Definitions, and Notes, Page 19-20"
456,RelativeHealthImportance,RHI_Premature_Ind,Integer,N,"Relative health indicator, premature births (<37 weeks)","Data Sources, Definitions, and Notes, Page 19-20"
457,RelativeHealthImportance,RHI_Under_18_Ind,Integer,N,"Relative health indicator,  births to women under 18","Data Sources, Definitions, and Notes, Page 19-20"
458,RelativeHealthImportance,RHI_Over_40_Ind,Integer,N,"Relative health indicator, births to women over 40","Data Sources, Definitions, and Notes, Page 19-20"
459,RelativeHealthImportance,RHI_Unmarried_Ind,Integer,N,"Relative health indicator, births to unmarried women","Data Sources, Definitions, and Notes, Page 19-20"
460,RelativeHealthImportance,RHI_Late_Care_Ind,Integer,N,"Relative health indicator, no care in first trimester","Data Sources, Definitions, and Notes, Page 19-20"
461,RelativeHealthImportance,RHI_Infant_Mortality_Ind,Integer,N,"Relative health indicator, infant mortality","Data Sources, Definitions, and Notes, Page 19-20"
462,RelativeHealthImportance,RHI_IM_Wh_Non_Hisp_Ind,Integer,N,"Relative health indicator, White non Hispanic infant mortality","Data Sources, Definitions, and Notes, Page 19-20"
463,RelativeHealthImportance,RHI_IM_Bl_Non_Hisp_Ind,Integer,N,"Relative health indicator, Black non Hispanic infant mortality","Data Sources, Definitions, and Notes, Page 19-20"
464,RelativeHealthImportance,RHI_IM_Hisp_Ind,Integer,N,"Relative health indicator, Hispanic infant mortality","Data Sources, Definitions, and Notes, Page 19-20"
465,RelativeHealthImportance,RHI_IM_Neonatal_Ind,Integer,N,"Relative health indicator, neonatal infant mortality","Data Sources, Definitions, and Notes, Page 19-20"
466,RelativeHealthImportance,RHI_IM_Postneonatal_Ind,Integer,N,"Relative health indicator, post-neonatal infant mortality","Data Sources, Definitions, and Notes, Page 19-20"
467,RelativeHealthImportance,RHI_Brst_Cancer_Ind,Integer,N,"Relative health indicator, breast cancer (female)","Data Sources, Definitions, and Notes, Page 19-20"
468,RelativeHealthImportance,RHI_Col_Cancer_Ind,Integer,N,"Relative health indicator, colon cancer","Data Sources, Definitions, and Notes, Page 19-20"
469,RelativeHealthImportance,RHI_CHD_Ind,Integer,N,"Relative health indicator, coronary heart disease","Data Sources, Definitions, and Notes, Page 19-20"
470,RelativeHealthImportance,RHI_Homicide_Ind,Integer,N,"Relative health indicator, homicide","Data Sources, Definitions, and Notes, Page 19-20"
471,RelativeHealthImportance,RHI_Lung_Cancer_Ind,Integer,N,"Relative health indicator, lung cancer","Data Sources, Definitions, and Notes, Page 19-20"
472,RelativeHealthImportance,RHI_MVA_Ind,Integer,N,"Relative health indicator, motor vehicle injuries","Data Sources, Definitions, and Notes, Page 19-20"
473,RelativeHealthImportance,RHI_Stroke_Ind,Integer,N,"Relative health indicator, stroke","Data Sources, Definitions, and Notes, Page 19-20"
474,RelativeHealthImportance,RHI_Suicide_Ind,Integer,N,"Relative health indicator, suicide","Data Sources, Definitions, and Notes, Page 19-20"
475,RelativeHealthImportance,RHI_Injury_Ind,Integer,N,"Relative health indicator, unintentional injury","Data Sources, Definitions, and Notes, Page 19-20"
476,VunerablePopsAndEnvHealth,State_FIPS_Code,Text,N,"Two-digit state identifier, developed by the National Bureau of Standards","Data Sources, Definitions, and Notes, Page 6"
477,VunerablePopsAndEnvHealth,County_FIPS_Code,Text,N,"Three-digit county identifier, developed by the National Bureau of Standards","Data Sources, Definitions, and Notes, Page 6"
478,VunerablePopsAndEnvHealth,CHSI_County_Name,Text,N,Name of county,
479,VunerablePopsAndEnvHealth,CHSI_State_Name,Text,N,Name of State or District of Columbia,
480,VunerablePopsAndEnvHealth,CHSI_State_Abbr,Text,N,Two-character postal abbreviation for state name,
481,VunerablePopsAndEnvHealth,Strata_ID_Number,Integer,N,CHSI Peer County Stratum Number,"Data Sources, Definitions, and Notes, Pages 6-8"
482,VunerablePopsAndEnvHealth,No_HS_Diploma,Integer,N,"County data, no high school diploma (among adults age 25 and older)","Data Sources, Definitions, and Notes, Page 20-22"
483,VunerablePopsAndEnvHealth,Unemployed,Integer,N,"County data, unemployed","Data Sources, Definitions, and Notes, Page 20-22"
484,VunerablePopsAndEnvHealth,Sev_Work_Disabled,Integer,N,"County data, severely work disabled","Data Sources, Definitions, and Notes, Page 20-22"
485,VunerablePopsAndEnvHealth,Major_Depression,Integer,N,"County data, major depression","Data Sources, Definitions, and Notes, Page 20-22"
486,VunerablePopsAndEnvHealth,Recent_Drug_Use,Integer,N,"County data, recent drug users (within past month)","Data Sources, Definitions, and Notes, Page 20-22"
487,VunerablePopsAndEnvHealth,Ecol_Rpt,Integer,N,"County data, E.coli reported cases","Data Sources, Definitions, and Notes, Pages 23-24"
488,VunerablePopsAndEnvHealth,Ecol_Rpt_Ind,Integer,N,"Favorable indicator, E.coli","Data Sources, Definitions, and Notes, Pages 23-24"
489,VunerablePopsAndEnvHealth,Ecol_Exp,Integer,N,"County data, E.coli expected cases","Data Sources, Definitions, and Notes, Pages 23-24"
490,VunerablePopsAndEnvHealth,Salm_Rpt,Integer,N,"County data, Salmonella reported cases","Data Sources, Definitions, and Notes, Pages 23-24"
491,VunerablePopsAndEnvHealth,Salm_Rpt_Ind,Integer,N,"Favorable indicator, Salmonella","Data Sources, Definitions, and Notes, Pages 23-24"
492,VunerablePopsAndEnvHealth,Salm_Exp,Integer,N,"County data, Salmonella expected cases","Data Sources, Definitions, and Notes, Pages 23-24"
493,VunerablePopsAndEnvHealth,Shig_Rpt,Integer,N,"County data, Shigella reported cases","Data Sources, Definitions, and Notes, Pages 23-24"
494,VunerablePopsAndEnvHealth,Shig_Rpt_Ind,Integer,N,"Favorable indicator, Shigella","Data Sources, Definitions, and Notes, Pages 23-24"
495,VunerablePopsAndEnvHealth,Shig_Exp,Integer,N,"County data, Shigella expected cases","Data Sources, Definitions, and Notes, Pages 23-24"
496,VunerablePopsAndEnvHealth,Toxic_Chem,Integer,N,"County data, toxic chemicals released annually","Data Sources, Definitions, and Notes, Page 24"
497,VunerablePopsAndEnvHealth,Carbon_Monoxide_Ind,Integer,N,"Air quality standard indicator, carbon monoxide","Data Sources, Definitions, and Notes, Page 25"
498,VunerablePopsAndEnvHealth,Nitrogen_Dioxide_Ind,Integer,N,"Air quality standard indicator, nitrogen dioxide","Data Sources, Definitions, and Notes, Page 25"
499,VunerablePopsAndEnvHealth,Sulfur_Dioxide_Ind,Integer,N,"Air quality standard indicator, sulfur dioxide","Data Sources, Definitions, and Notes, Page 25"
500,VunerablePopsAndEnvHealth,Ozone_Ind,Integer,N,"Air quality standard indicator, ozone","Data Sources, Definitions, and Notes, Page 25"
501,VunerablePopsAndEnvHealth,Particulate_Matter_Ind,Integer,N,"Air quality standard indicator, particulate matter","Data Sources, Definitions, and Notes, Page 25"
502,VunerablePopsAndEnvHealth,Lead_Ind,Integer,N,"Air quality standard indicator, lead","Data Sources, Definitions, and Notes, Page 25"
503,VunerablePopsAndEnvHealth,EH_Time_Span,Text,N,Time period of reported data for infectious disease in the environmental health,"Data Sources, Definitions, and Notes, Page 8"
504,PreventiveServicesUse,State_FIPS_Code,Text,N,"Two-digit state identifier, developed by the National Bureau of Standards","Data Sources, Definitions, and Notes, Page 6"
505,PreventiveServicesUse,County_FIPS_Code,Text,N,"Three-digit county identifier, developed by the National Bureau of Standards","Data Sources, Definitions, and Notes, Page 6"
506,PreventiveServicesUse,CHSI_County_Name,Text,N,Name of county,
507,PreventiveServicesUse,CHSI_State_Name,Text,N,Name of State or District of Columbia,
508,PreventiveServicesUse,CHSI_State_Abbr,Text,N,Two-character postal abbreviation for state name,
509,PreventiveServicesUse,Strata_ID_Number,Integer,N,CHSI Peer County Stratum Number,"Data Sources, Definitions, and Notes, Pages 6-8"
510,PreventiveServicesUse,FluB_Rpt,Integer,N,"County data, Haemophilus Influenzae B reported cases","Data Sources, Definitions, and Notes, Pages 26"
511,PreventiveServicesUse,FluB_Ind,Integer,N,"Favorable indicator, Haemophilus Influenzae B","Data Sources, Definitions, and Notes, Pages 26"
512,PreventiveServicesUse,FluB_Exp,Integer,N,"County data, Haemophilus Influenzae B expected cases","Data Sources, Definitions, and Notes, Pages 26"
513,PreventiveServicesUse,HepA_Rpt,Integer,N,"County data, Hepatitis A reported cases","Data Sources, Definitions, and Notes, Pages 26"
514,PreventiveServicesUse,HepA_Ind,Integer,N,"Favorable indicator, Hepatitis A","Data Sources, Definitions, and Notes, Pages 26"
515,PreventiveServicesUse,HepA_Exp,Integer,N,"County data, Hepatitis A expected cases","Data Sources, Definitions, and Notes, Pages 26"
516,PreventiveServicesUse,HepB_Rpt,Integer,N,"County data, Hepatitis B reported cases","Data Sources, Definitions, and Notes, Pages 26"
517,PreventiveServicesUse,HepB_Ind,Integer,N,"Favorable indicator, Hepatitis B","Data Sources, Definitions, and Notes, Pages 26"
518,PreventiveServicesUse,HepB_Exp,Integer,N,"County data, Hepatitis B expected cases","Data Sources, Definitions, and Notes, Pages 26"
519,PreventiveServicesUse,Meas_Rpt,Integer,N,"County data, Measles reported cases","Data Sources, Definitions, and Notes, Pages 26"
520,PreventiveServicesUse,Meas_Ind,Integer,N,"Favorable indicator, Measles","Data Sources, Definitions, and Notes, Pages 26"
521,PreventiveServicesUse,Meas_Exp,Integer,N,"County data, Measles expected cases","Data Sources, Definitions, and Notes, Pages 26"
522,PreventiveServicesUse,Pert_Rpt,Integer,N,"County data, Pertussis reported cases","Data Sources, Definitions, and Notes, Pages 26"
523,PreventiveServicesUse,Pert_Ind,Integer,N,"Favorable indicator, Pertussis","Data Sources, Definitions, and Notes, Pages 26"
524,PreventiveServicesUse,Pert_Exp,Integer,N,"County data, Pertussis expected cases","Data Sources, Definitions, and Notes, Pages 26"
525,PreventiveServicesUse,CRS_Rpt,Integer,N,"County data, Congenital Rubella Syndrome reported cases","Data Sources, Definitions, and Notes, Pages 26"
526,PreventiveServicesUse,CRS_Ind,Integer,N,"Favorable indicator, Congenital Rubella Syndrome","Data Sources, Definitions, and Notes, Pages 26"
527,PreventiveServicesUse,CRS_Exp,Integer,N,"County data, Congenital Rubella Syndrome expected cases","Data Sources, Definitions, and Notes, Pages 26"
528,PreventiveServicesUse,Syphilis_Rpt,Integer,N,"County data, Syphilis reported cases","Data Sources, Definitions, and Notes, Pages 26"
529,PreventiveServicesUse,Syphilis_Ind,Integer,N,"Favorable indicator, Syphilis","Data Sources, Definitions, and Notes, Pages 26"
530,PreventiveServicesUse,Syphilis_Exp,Integer,N,"County data, Syphilis expected cases","Data Sources, Definitions, and Notes, Pages 26"
